antenna_id,rmse,r2_score,mae
0,3.232537728925677,-0.017221246412020275,2.6626734329129547
1,2.5509972745517704,-0.11179549088901775,2.1211000489198
2,1.3835031517935832,0.012525051262206377,1.0796187981798275
3,4.660005674296513,-0.17820873794775238,3.5828200416804297
4,2.9237586573185452,-0.2244943471577756,2.3308215102000736
5,0.8872219426303068,-0.035740494058809746,0.6595400427393915
8,2.9792975456504256,0.02162414578072014,2.11038964093507
9,1.4784665189556416,0.06791142878344247,1.1970229513307096
11,2.766344315241854,-0.1361693649657938,2.2190823494975116
13,1.4017815825920399,0.13916696517911253,1.1214335369031432
14,1.9179998892514014,-0.006706967150748699,1.5244893813129918
15,0.8980265101338745,-0.0012919896640828377,0.6774193548387096
16,1.9946084817568528,-0.06371314843349318,1.5103796565283347
17,1.4834484342038197,0.1042002176689355,1.2463877688172043
18,0.8223184852742687,0.09776837339130673,0.47626234560105074
19,2.7304564552186283,-0.030456098550733834,2.0111169269734064
20,0.7563487899530825,0.045261883136542225,0.5504761904761905
22,2.1233592973005186,0.011403270228075413,1.647841640372498
23,2.911216451447165,-0.08156527219917642,2.4570038873919016
24,2.0905006277420943,-0.03969017070283942,1.6544309754015392
27,2.9540604096141907,0.08740992416714621,2.4082728849910526
28,0.9306979108544406,0.15784223459482194,0.751114383507124
29,3.5293354818120206,-0.20862304507028795,2.6807231446953206
30,1.4808274099801602,0.023956229090752457,1.1313368319292914
35,0.38205806390852537,0.026877572016461015,0.15069444444444444
36,1.9445629465246026,-0.08169309343524112,1.5077828939326028
37,1.8113867719833112,-0.066877584173207,1.3856622208436726
38,2.1857607139293695,-0.1679399097409897,1.7777800254402645
39,2.393783027165246,-0.12222235355184785,1.8182391790619241
40,1.7941438602301547,-0.01791034689365678,1.3995671502105755
41,4.1576759470476015,0.07153827105839916,2.964502397284381
42,1.667335612016944,0.14065764046829665,1.3232248705309788
43,3.3688049866508454,0.05701636295657575,2.5791744778334733
45,1.6902531962813512,-0.14345894994469077,1.349344402440311
47,0.8223150720590744,-0.07003405707598898,0.4578550246328981
48,1.4622224475282986,0.029621241815055543,1.120544532140018
49,2.0969034499829315,0.0440608496755267,1.6192279480577292
50,1.283593931795,-0.15112937822102968,1.0198390867831109
51,1.1867326476145728,0.060895713907596516,0.9633719153014267
53,1.1836149526073756,0.16726044466191203,0.8763816759957159
54,1.2231881509610159,0.11197071835302985,0.9928899594466069
55,2.198281779895374,-0.15641055289335748,1.7363448832551052
56,2.605920250403232,0.09783787601354965,1.9614225320295609
59,1.1665815122504015,0.00175555654912396,0.8943328982391482
60,1.2437183272837546,0.059356925770708946,0.973647204201421
61,1.0253295123832984,0.11320491515750242,0.7023165334184513
62,0.9018286292048442,0.028564453125,0.5588662790697675
63,0.601417146546069,-0.0037827603230453644,0.3697840473702543
65,1.132273455619114,-0.0932339180454913,0.8861751119623696
67,0.8896576873200778,-0.014376195021645,0.5381870330843117
68,1.314889576423676,-0.06610613926003683,1.041584558141565
70,0.9958545367342094,0.12929636673325562,0.6519214123435467
71,0.7145063283686219,-0.05294604238754341,0.4517825311942959
72,1.9481476816856083,-0.10025877089811441,1.3688807580448448
73,1.676565765025238,0.008524940243079593,1.3427904005611362
74,1.0105300839366482,0.09229239951910295,0.7711684370257966
75,1.4059079048772622,-0.055671826577608385,1.117868172734753
76,0.7920553060410409,0.10723040424510089,0.5344279370648539
77,1.126544228287024,0.012600888597983806,0.7985032691405035
80,0.8267639839106242,-0.053788806183140636,0.5761505993376872
81,1.3686774139228377,-0.4152965755908673,1.0786336482539016
82,2.0653815414400896,0.050055377064387674,1.7284232685170904
83,1.074089506740751,-0.13446508348370423,0.7632362459546926
85,0.6706147806051084,0.20276167387838773,0.44693413448498887
86,1.9376202842490797,0.052127271624379135,1.5855986312630233
89,1.8287933308269837,0.036642894106008406,1.3802862719583606
90,1.0988129066931247,0.03312165025125047,0.7272992530345471
91,2.9517389378216556,-0.17535262843756083,2.370528894594858
92,0.8867616638825904,-0.017624556923532042,0.6114736615918441
93,1.3119743850030465,0.035771197060545545,0.9402374651761964
94,1.0981414827989104,0.152747660651944,0.7607454365614602
96,0.8240931675956473,0.0001703863743092171,0.5328860644932812
97,2.4848098117300723,-0.29855884692425394,1.9485863465302786
98,1.0546026543822271,-0.30273426125247105,0.6875014208097477
